text,label
At work  oh no it's the first day of monthly visitor ahhhhhh,0
Anotha day of work  not lookin forward i 3 closin fri,0
@Peter_Duerden JealousMUCH..I want to be outttt  Not stuck in revising. You better have green dragon in my honour lol,4
Omega is tomorrow. Haven't really planned anything for it. Make sure to come if you can. It'll be awesome. Then move-in June 1st.,1
I 3 packing,3
"ready for a very busy, 1 day tomorrow! gotta keep myself busy when my 2r is gone",1
@TeeJay882 heyyyyyyyy no 2 for me no more !?,4
What!?!,5
@mgiraudofficial  i'd give anything to be there. too bad i'm in tennessee.,0
i seriously neeed to study,4
this hot day is making me tired,0
Seems like everyone I know is asking for computer help...   kill me now,3
1eral at 2.  today is going to be bad.,4
does not know hot twitter works,5
@ddlovato hey! im a fan form Puerto Rico .. can'wait for your next CD ... xoxoxoxo Come back on tour here please  !!,2
When r these DAMN exams ever gone b over and done with?  i wanna b out in the sun,3
@AdInterim Still jealous,0
@kevholditch It's NOT good.  1 of our directors said we could go home and the other said back to work  boo! It was good while it lasted.,0
My stomach hurts so bad,0
I dont wanna get out of bed i wanna go back to sleep.. i have to open the store at work though,0
@TheReal_RedBone stop that babe u makin me feel very bad now! :/,0
on my way to school of my last friday of high school ever!  and i don't even get to see holly Gabbie and hannah,4
"@JenRajpura HAHAHA, I'm going to be so disappointed that I miss this   But if you go HAVE 1!!!",2
It's tough being a thick chik,4
i suppose i best get ready for work  grrr,4
Sick kid trumps advance planning.  Bummer,0
unemployment office sucks,3
So disappointed about the talent lineup for &quot;Revent???n Super Estrella 2009&quot;...hmm...Have the feeling I won't get tix this time around.,4
@Sweena ... so I can't charge you by the hour then?,0
"@moriagerard Won't really get a break till custody issue is settled and I've moved... another month or so, at least",4
"@SarfaBarfa My friend Cliff has the tix, so I have to wait on him   Or you can ask trent to just let me in.  You  know, over all else &gt;.&gt;.",4
weekend along with the summer is here so why do I feel sad?,2
@cccaaasss what's wrong?,4
My hair looks really bad  First thing I'm doing is washing it when I get home.,4
@Pharriell nothing  let's stay quiet together. ps: did you cry?,0
So effing tired  http://bit.ly/e0ZFz,0
its sad that the rats are becoming aggressive against the guinea pigs. I have to seperate them.,4
@RennaSuicide Alright...you missed one crazy party last night,2
"My knee fucking hurts man  Haylee doesn't even care, GET ME MORE MILKSHAKE-SHAKE-SHAKE-SHAKE IT!",4
Only four hours and fifteen minutes until three day packing spree!!! Ugh work,0
@benjamin_cook you make me sad. Why do I like in canada? I can never watch these things. I should move. Know anyone who needs a roommate?,0
got 34/40 for exam 1... percentage doesnt look good.,4
Can I get some gd news for gods sake,3
I am doing Geography Revision on Earthquakes!  How Boring!!,3
ive made a terrible mistake   i need an auto save 1ction for everything i do !,4
"Still unbelievably shocked about the firing of THE best radio personality, Martin Streek",4
@SuFiGirl35 well that's no way to start the day off !!!,0
What a burden. Abit of a fail lunch with Dan,3
Jus back after watching Night at a Museum 2......would rate it 5 on 10,0
no please!,4
Really fucking 2d him,2
At work I don't like today its nasty outside  can't wait to get home today and clean my house!,4
@hotelqueen hmm...your blog won't let me post a comment.,4
@BLEXXED shit i got a shit of hw to do 2nite,4
"Right, fuck the whole Twitter silence experiment. The last four days have been murder with the inability to mouth off",3
@almcheese alms ur tweets r all delicious. Haha! Since its about foodddd... Anyway gatau nih aku mau pindah dr binus,2
Didn't bring connector for camera on trip...saving new photos will have to wait another week...,0
"hair, grow back!",4
"Travel trade stalwart, David Steele of City Cruises marks his retirement with a Thames Cruise Party tonight - press day means I miss out",1
@stinegirl2 thats a bad start to the day!,4
@seansmithsucks i would be looking forward to seeing you tonight if i was going,4
Freaking out a bit..crossing my fingers that things will work out ok,4
Its so sad,0
I miss my boys,4
@LatinAngel9393 that is so sad. wish I can do something big for the kids. may God Bless the kids always.,4
@tommcfly I'm depressed ! I want to know you and kiss you all,4
@trayzz ... I think I'm gonna fail aswel!,4
@chezmax butbutbut... it has a qwerty keyboard... how can something with a qwerty keyboard go without a nethack port!?,4
@mixxxonn we watched the today show(: we didnt see you though,0
@zenithus at least you have a next year  into the big wide world for me!,1
"@operationkiwi Ooo....sounds great! hope the weather does stay nice.  re: hot water bottle, was just thinking how BAD it would be to leak",5
Have spent half of the day troubleshooting something that wasn't even within my control. Clusters doesn't always mean high availability.,0
@theboycharlie ooooo sooooo wanna swap my day is well boring revising for looming uni exams,4
"I really, really want a golden retriever. Too bad I won't be living in a home where she could run around for about 10 years",4
I think i'm broke again.  :\,4
job hunting. yay.....,1
I have a headache. And I have nobody to keep me company.   _wants.to.be.a.kidd.again&lt;3,0
I think I may cry. I just sold my 97 civic. Its no longer mine.,0
I 3 when you cant sleep,0
"@aianna21 @nandiaramos Sadly not, no. They're his colleagues and it's a work party",0
I miss my water cuz my well went dry,4
@grayguitar @andrewconnell I'm starting to feel depressed with this hurricane talk... I'm on the front lines down here!,4
"Have to walk to school, and i have two welts on my thighs!",4
"Head is pounding.  Well not really pounding, more like tapping I suppose.  Homework time.",4
"It's beautiful outside. The sun is shining, the birds are singing and I? I'm studying  Wish it were already vacation.",4
"@JonathanRKnight I wish I was there.I've just moved from San Diego to WA and I'm very depressed, I miss sunny San Diegoooooooo!!",0
met the shortest line ever at FCB Tunapuna... then the tellers disappeared,4
Dang I just realized how bad my eyes have gotten,4
urgh there's a power cut!!,4
"@runaholickassy i spent the whole day shopping with Aiza.  i don't really like shopping.  still, i had 1 but my feet didn't.",4
"@ejhildreth I keep trying to invite @ShannonMorgan out, but I think she's afraid of me.",4
sitting in the parking lot-by myself  i miss you baby. couple min til i gotta deal with a bitch. then i'm peacin' out and hitting the gym,4
just got off work.... working night shift at the hospital 12 hrs a day is starting to get to me...,0
why did last.fm wanted money from me to listen to my radios,5
Nightmares last night so bad I slept curled tightly in a ball. Sore all over. Took three aspirin. Still hurts.,4
is really wishing you would just let me go and let me fight this on my own...i'm tired of feeling like shit because of you!!!,0
"the #liesgirlstell and #liesboystell threads show how women and men alike are screwed up and struggle to have real, honest relationships",4
@JSMSoftware IronPython + Windows Mobile is a no-go. Compact Framework doesn't support Reflection.Emit.,4
didnt do my devos...  hopefully my day doesnt suck because of it.,0
Havnt gotten any in months  my ex seems into dating but there isn't that spark anymore  still in 2 with loser who left me,0
#flylady Oh deary me: 15 mins not enough to rescue kitchen  I shall come back to it later so I can mow the lawn while still cool outside,4
"@flippy10 deh, i wish the deal was up when i bought my macbook in december  but.. at least i got 100 bucks off! :]",1
watchin' a moovie...and im sited about going 2 ma friend Sara's tomorrow at 9:00 a.m. She was injured   I luv ya'll. i will keep u updated,2
@pistol62 Is the Bee to Busy to talk to his buddy on Yahoo?,0
@LayDown28 man I don't know... they been there a few months and he actually almost cries when he is speakin back to her. Sad,4
Back home  Had a great time!,1
THE SUN IS SHINING&lt; THE SKY IS FACKING BLUE&lt; TELETUBBIES? I HAVE TO FUCKING WORK.,3
has work to go to.,0
Havin a much better day today!! Finished the last Twilight book yesterday. Classes start next week!      Get at me yall!!,1
Getting into the swing of things. I miss someone,0
@Jimmers31 U so dirrrrrty... Why oh why did I pick the Hawks  I figured I needed a longshot and they were a better bet than CAR,3
Ughh none of my apps are working !  phone why do you 3 me !,0
"@foxy1982 Yeah, plus I always totally overspend",4
contemplating borrowing one of my moms dogs just for today..i want to take care of someone.,2
it doesn't feel like a friday,4
Work...,0
On my way to work wish I had more days off,4
Hopped up out the bed put my swwwaaaaggg oooonnnn! Then got back in the bed it's raining,1
Thinks that my friends lifes go around with what they boyfriends do and then they have not time for us girls,4
@Kay26 *sigh* me miss them days !!,0
"@StartSwimming: I'll be in Heerlen on Sunday but you won't be there, right?",4
New issue of @olivemagazine in the office...desperately want to flick through but have so much to do. It'll have to wait,0
i got a freakin macbook!!!!! hoorayyy! but i freakin deleted phootbooth.,1
Back to Tokyo tomorrow. Expecting some rain and no sunshine,4
@kngibbard03 NOOOO!!!!! I'm so sorry,4
"@JonathanRKnight actually, I wish I was back in Tahoe.  I miss it there.",0
mcdonalds mccafe tastes like chewin on a cigarette butt.  I miss my sonic card,0
@marvelvscapcom doesnt work already,0
@epiphanygirl i am so upset i didn't get tickets... 3 of my all time FAV artists at one venue,0
"@ RyanSeacrest : hi there might be a problem as it says no stream online, wat's not right?",4
"super late for work, and got an earful from the PSYCHOPATH. GRRRR! Day, please get better",3
@jojeda I'm a minute in and I want to strangle the used car salesman doing the presentation. Is he related to the ShamWOW guy?,3
I miss them..,4
"is upset, I left my phone at home again",0
